nombre
Amber Ale
American Amber Ale
American Blonde Ale
American Pale Ale
American Wheat Ale
Barleywine
Belgian Ale
Belgian Dubbel
Belgian Quadrupel
Belgian Tripel
Bitter
Blonde Ale
British Ale
Brown Ale
Chocolate Stout
Citra IPA
Coffee Stout
Cream Ale
Double IPA
French Saison
Fruit Beer
Golden Ale
Gose
Hefeweizen
Honey Ale
Hoppy Blonde
Imperial Strout
India Pale Ale (IPA)
Irish Red Ale
Kolsch
Lager
New England IPA (NEIPA)
Pale Ale
Pilsen Lager
Pilsner
Porter
Red Ale
Rose
Saison
Schwartzbier
Scotch Ale
Scottish Export
Sour Ale
Stout
Stout Ale
Sweet Stout
UchuvIPA
Vienna Lager
Weissbier
Wheat Ale
Witbier
Oatmeal Stout
Spicy White IPA
